Code,Entity,PredefinedType,Name,Entity_NL,Definition,Definition_NL,Description_NL,ParentClassCode,Uid,Domain
IfcSpatialZoneTHERMAL,IfcSpatialZone,THERMAL,Thermal,Thermisch,The spatial zone is used to represent a thermal zone.,De ruimtelijke zone wordt gebruikt om een thermische zone weer te geven.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcSpatialZone,,IfcProductExtension
IfcSpatialZoneTRANSPORT,IfcSpatialZone,TRANSPORT,Transport,Vervoer,The spatial zone is used to represent an area primarily dedicated to the movement of people or goods.,De ruimtelijke ordening wordt gebruikt om een gebied te vertegenwoordigen dat in de eerste plaats gericht is op het verkeer van personen of goederen.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcSpatialZone,,IfcProductExtension
IfcSpatialZoneVENTILATION,IfcSpatialZone,VENTILATION,Ventilation,Ventilatie,The spatial zone is used to represent a ventilation zone.,De ruimtelijke-zone wordt gebruikt als een ventilatiezone.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcSpatialZone,,IfcProductExtension
IfcTransportElementCRANEWAY,IfcTransportElement,CRANEWAY,Craneway,Craneway,"A crane way system, normally including the crane rails, fasteners and the crane. It is primarily used to move heavy goods in a factory or other industry buildings.","Een kraanwegsysteem, meestal inclusief de kraanrails, sluiters en de kraan. Het wordt voornamelijk gebruikt om zware goederen te verplaatsen in een fabriek of andere industriegebouwen.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTransportElement,,IfcProductExtension
IfcTransportElementELEVATOR,IfcTransportElement,ELEVATOR,Elevator,Lift,Elevator or lift being a transport device to move people or goods vertically.,Lift of til je als transportapparaat op om mensen of goederen verticaal te verplaatsen.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTransportElement,,IfcProductExtension
IfcTransportElementESCALATOR,IfcTransportElement,ESCALATOR,Escalator,Roltrap,Escalator being a transport device to move people. It consists of individual linked steps that move up and down on tracks while keeping the threads horizontal.,Escalator is een transportmiddel om mensen te verplaatsen. Het bestaat uit individuele gekoppelde stappen die omhoog en omlaag bewegen op het spoor terwijl de threads horizontaal blijven.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTransportElement,,IfcProductExtension
IfcTransportElementHAULINGGEAR,IfcTransportElement,HAULINGGEAR,Hauling Gear,Hauling Gear,A device used for hauling goods.,Een apparaat dat gebruikt wordt voor het vervoer van goederen.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTransportElement,,IfcProductExtension
IfcTransportElementLIFTINGGEAR,IfcTransportElement,LIFTINGGEAR,Lifting Gear,Lifting Uitrusting,A device used for lifting or lowering heavy goods. It may be manually operated or electrically or pneumatically driven.,"Een apparaat dat gebruikt wordt om zware goederen op te heffen of te verlagen. Het kan handmatig worden geëxploiteerd, elektrisch of draaiend worden gedreven.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTransportElement,,IfcProductExtension
IfcTransportElementMOVINGWALKWAY,IfcTransportElement,MOVINGWALKWAY,Moving Walkway,Bewegende Loopweg,Moving walkway being a transport device to move people horizontally or on an incline. It is a slow conveyor belt that transports people.,Wandelen verplaatsen is een transportapparaat om mensen horizontaal of op een helling te verplaatsen. Het is een langzame transportband die mensen vervoert.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTransportElement,,IfcProductExtension
IfcVehicleCARGO,IfcVehicle,CARGO,Cargo,Vracht,A mobile transport element that represents a discrete unit of cargo managed by a facility.,Een mobiel vervoerselement dat een discrete vrachteenheid vormt die door een installatie wordt beheerd.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVehicle,,IfcProductExtension
IfcVehicleROLLINGSTOCK,IfcVehicle,ROLLINGSTOCK,Rolling Stock,Rollende voorraad,"Refers to railway vehicles, including both powered and unpowered vehicles, for example locomotives, railroad cars, coaches, private railroad cars and wagons.","Verwijs naar spoorwegvoertuigen, met inbegrip van zowel aangedreven als niet-aangedreven voertuigen, zoals locomotieven, railauto's, touringcars, particuliere spoorwegauto's en wagons.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVehicle,,IfcProductExtension
IfcVehicleVEHICLE,IfcVehicle,VEHICLE,Vehicle,Voortuig,A generalisation of a vehicle that interacts with a facility (e.g. as a user/customer) or as a specified operational asset within the facility.,Een generalisatie van een voertuig dat interactie heeft met een faciliteit (bijvoorbeeld als gebruiker/klant) of als een gespecificeerd operationeel activum binnen de faciliteit.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVehicle,,IfcProductExtension
IfcVehicleVEHICLEAIR,IfcVehicle,VEHICLEAIR,Vehicle Air,Voertuig lucht,"A specialisation of a vehicle that represents powered and unpowered flying vehicles, such as airplanes, helicopters, gliders etc.","Een specialisatie van een voertuig dat aangedreven en niet-aangedreven vliegvoertuigen vertegenwoordigt, zoals vliegtuigen, helikopters, gliders, enz.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVehicle,,IfcProductExtension
IfcVehicleVEHICLEMARINE,IfcVehicle,VEHICLEMARINE,Vehicle Marine,Voertuig marine,A specialisation of a vehicle that operates on water as a marine vessel.,Een specialisatie van een voertuig dat op water opereert als zeeschepen.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVehicle,,IfcProductExtension
IfcVehicleVEHICLETRACKED,IfcVehicle,VEHICLETRACKED,Vehicle Tracked,Voertuig gevolgd,A specialisation of a vehicle that operates on land tracked (Caterpillar).,Een specialisatie van een voertuig op het land (pijler).,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVehicle,,IfcProductExtension
IfcVehicleVEHICLEWHEELED,IfcVehicle,VEHICLEWHEELED,Vehicle Wheeled,Voertuig wiel,"A specialisation of a vehicle that operates on land as a multi wheeled vehicle such as a car, lorry, forklift etc.","Een specialisatie van een voertuig dat aan land opereert als een multiwielig voertuig zoals een auto, vrachtwagen, forklift enz.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVehicle,,IfcProductExtension
IfcVibrationDamperAXIAL_YIELD,IfcVibrationDamper,AXIAL_YIELD,Axial Yield,Axiale Yield,"A displacement dependent type damper in which the resistance force generated is determined by the plastic strain amount utilizing the plastic deformation of the steel material. The axial yield type is a damper that yields energy by absorbing the steel material against deformation in the axial direction, that is, in the direction of expansion and contraction.",Een verplaatsingsafhankelijke typegoedsdemper waarin de gegenereerde weerstandskracht wordt bepaald door de kunststof bandbreedte waarbij de kunststof vervorming van het stalen materiaal wordt gebruikt. Het axiale rendementtype is een demper dat energie oplevert door het staalmateriaal te absorberen tegen vervorming in de axiale richting. dat is in de richting van uitbreiding en inkrimping.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVibrationDamper,,IfcProductExtension
IfcVibrationDamperBENDING_YIELD,IfcVibrationDamper,BENDING_YIELD,Bending Yield,Bending Yield,"A displacement dependent type damper in which the resistance force generated is determined by the plastic strain amount utilizing the plastic deformation of the steel material. The bending yield type is a damper, which yields steel material by bending.","Een verplaatsingsafhankelijke typegoedsdemper waarin de gegenereerde weerstandskracht wordt bepaald door de kunststof bandbreedte waarbij de kunststof vervorming van het stalen materiaal wordt gebruikt. Het buigende rendement is een damper, die staal produceert door te buigen.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVibrationDamper,,IfcProductExtension
IfcVibrationDamperFRICTION,IfcVibrationDamper,FRICTION,Friction,Wrijving,The friction type is a damper utilizing friction acting on the contact surface of a material.,Het wrijving type is een demper bij het gebruik van wrijving op het contactoppervlak van een materiaal.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVibrationDamper,,IfcProductExtension
IfcVibrationDamperRUBBER,IfcVibrationDamper,RUBBER,Rubber,Rubber,The rubber mold is a damper that absorbs energy by utilizing deformation of laminated rubber. The difference between the seismic isolation bearing and the rubber type damper is whether or not to support the weight of the upper structures. The rubber damper does not transmit the weight of the upper structures to the sub structure.,De rubbermold is een demper dat energie opneemt door vervorming van gelamineerd rubber te gebruiken. Het verschil tussen de seismische isolatie met de rubberen type demper is het al dan niet draagvlak van de bovenliggende structuren. De rubberdemper zendt het gewicht van de bovenste constructies niet naar de sub constructie.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVibrationDamper,,IfcProductExtension
IfcVibrationDamperSHEAR_YIELD,IfcVibrationDamper,SHEAR_YIELD,Shear Yield,Afschuiving rente,"A displacement dependent type damper in which the resistance force generated is determined by the plastic strain amount utilizing the plastic deformation of the steel material. The shear yield type is a damper, which causes the steel material to yield for deformation in the direction perpendicular to the member.","Een verplaatsingsafhankelijke typegoedsdemper waarin de gegenereerde weerstandskracht wordt bepaald door de kunststof bandbreedte waarbij de kunststof vervorming van het stalen materiaal wordt gebruikt. Het schoeiselrendement is een damper, waardoor het staalmateriaal vervormd wordt in de richting van de leer.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVibrationDamper,,IfcProductExtension
IfcVibrationDamperVISCOUS,IfcVibrationDamper,VISCOUS,Viscous,Bezoekend,The viscous type is a damper that absorbs energy by utilizing the resistance of a viscous body.,Het dunne type is een demper dat energie absorbeert door de weerstand van een toffe stof te gebruiken.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVibrationDamper,,IfcProductExtension
IfcVirtualElementBOUNDARY,IfcVirtualElement,BOUNDARY,Boundary,Gebiedsgrens,"An imaginary boundary, such as between two adjacent spaces that are not separated by a physical boundary.","Een denkbeeldige grens, zoals tussen twee naast elkaar gelegen ruimtes die niet gescheiden zijn door een fysieke grens.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVirtualElement,,IfcProductExtension
IfcVirtualElementCLEARANCE,IfcVirtualElement,CLEARANCE,Clearance,Uitverkoop,The virtual element denotes a clearance area or volume.,Het virtuele element duidt op een uitklaring gebied of volume.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVirtualElement,,IfcProductExtension
IfcVirtualElementPROVISIONFORVOID,IfcVirtualElement,PROVISIONFORVOID,Provision for Void,Provisie voor leegte,The virtual element denotes a proposed provision for voids (an proposed opening not applied as void yet).,Het virtuele element duidt een voorgestelde bepaling voor leegte (een voorgestelde opening nog niet als ongeldig geldig).,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcVirtualElement,,IfcProductExtension
IfcRailBLADE,IfcRail,BLADE,Blade,Zwaard,"A blade is a machined rail, often of special section, but fixed and/or joined at the heel end to a rail to provide continuity of wheel support. The two switch rails in a set are the two inside rails. A switch rail is described as right or left hand according to whether it is part of a right hand or left hand half-set of switches.;definition from EN 13232-1-2004.","Een mes is een gemachineerd spoor, vaak van speciale afdelingen, maar met vaste en/of aangesloten aan het wiel om de continuïteit van de steun aan het wiel te waarborgen. De twee schakelrails in een set zitten de twee binnenrails. Een schakelspoor wordt beschreven als een rechter- of een linkerhand naargelang het deel uitmaakt van een rechterhand of een halfslachtige schakelaar. definitie van EN 13232-1-2004.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRail,,IfcRailDomain
IfcRailCHECKRAIL,IfcRail,CHECKRAIL,Check Rail,Controleer Spoor,A check rail is a rail laid close to the gauge face of a running rail which takes part in lateral guidance of the wheel and prevents derailment in small radius curved track and switches and crossings.;definition from EN 13481-1.,"Een controlespoor is een spoor dicht bij de meter van een lopend spoor, dat deelneemt aan de laterale begeleiding van het wiel en voorkomt dat er ontsporingen plaatsvinden in kleine radius gebogen spoor en schakelt over en over de weg. definitie van EN 13481-1.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRail,,IfcRailDomain
IfcRailGUARDRAIL,IfcRail,GUARDRAIL,Guard Rail,Bewaker Spoor,"A guard rail is a rail that limits risk of train derailment, normally not loaded.","Een bewakingsspoor is een spoor dat het risico op ontsporing van de trein beperkt, normaal gesproken niet geladen.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRail,,IfcRailDomain
IfcRailRACKRAIL,IfcRail,RACKRAIL,Rack Rail,Rack Spoor,A rack rail is a building module for enhancing traction and break performance.,Een rack rail is een bouwmodule voor het verbeteren van tractie en gebroken prestaties.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRail,,IfcRailDomain
IfcRailRAIL,IfcRail,RAIL,Rail,Spoor,"A rail is a special section bar (usually of steel) ensuring the guidance of the wheel of a rolling stock or other heavy machineries. In railway, two rails are combined to form a track.",Een spoor is een speciale sectiebalk (meestal staal) die zorgt voor de begeleiding van het wiel van een rollend materieel of andere zware machines. Op het spoor worden twee rails gecombineerd om een spoor te vormen.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRail,,IfcRailDomain
IfcRailSTOCKRAIL,IfcRail,STOCKRAIL,Stock Rail,Standaard Spoor,"A stock rail is a fixed machined rail, ensuring the continuity on the main or diverging track with the switch in the open position. The machined part of the stock rail supports its switch rail in the closed position, giving continuity of line through this switch rail. The two stock rails in a set of switches are the two outside rails. A stock rail is described as right or left hand according to whether it is part of a right hand or left hand half-set of switches.;definition from EN 13232-1-2004.","Een stock rail is een vast rail, dat zorgt voor de continuïteit op het hoofdspoor of divergerend spoor met de schakelaar in de open positie. Het gemachineerde deel van het spoor ondersteunt zijn schakelrails in de gesloten positie, wat continuïteit van de lijn door deze schakelrails geeft. De twee aandelenrails in een reeks schakelrails zijn de twee buitenrails. Een rails wordt beschreven als rechts of links met de hand op basis van de vraag of het deel uitmaakt van een rechterhand of van een linkerhand of van een halfvolle schakelaar. definitie van EN 13232-1-2004.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRail,,IfcRailDomain
IfcRailwayPartABOVETRACK,IfcRailwayPart,ABOVETRACK,Above Track,Boven track,"A spatial structure element that contains elements that are positioned above or over the track, for example catenary lines and suspension systems.","Een ruimtelijke structuurelement dat elementen bevat die boven of over het spoor zijn geplaatst, bijvoorbeeld catenaria's en ophangsystemen.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRailwayPart,,IfcRailDomain
IfcRailwayPartDILATIONTRACK,IfcRailwayPart,DILATIONTRACK,Dilation Track,Dilation Track,,,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRailwayPart,,IfcRailDomain
IfcRailwayPartLINESIDE,IfcRailwayPart,LINESIDE,Line Side,Lijn kant,"A spatial structure element that contains elements of the railway that are not in or over the tracks, hence line-side.","Een ruimtelijke-structuurelement dat elementen van de spoorwegen bevat die niet binnen of over het spoor liggen, vandaar de lijnzijde.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRailwayPart,,IfcRailDomain
IfcRailwayPartLINESIDEPART,IfcRailwayPart,LINESIDEPART,Line Side Part,Lijn zijdeel,"A spatial structure element to further divide a line-side part. It can be used to distinguish line-side parts into more manageable volumes, for engineering purposes.",Een ruimtelijke structuurelement om een lijnzijdedeel verder te verdelen. Het kan worden gebruikt om onderdelen aan de lijn te onderscheiden in meer beheersbare volumes voor technische doeleinden.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRailwayPart,,IfcRailDomain
IfcRailwayPartPLAINTRACK,IfcRailwayPart,PLAINTRACK,Plaintrack,Plaintrack,A spatial structure element to further divide a track. It does do not contain any turnout panel or dilatation panel.,Een ruimtelijke structuur-element om een spoor verder te verdelen. Het bevat geen opkomstpaneel of loopplaatspaneel.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRailwayPart,,IfcRailDomain
IfcRailwayPartSUBSTRUCTURE,IfcRailwayPart,SUBSTRUCTURE,Sub Structure,Sub structuur,"A spatial structure element that contains elements that are positioned below the track, for example the earthwork platform, prepared subgrade and embankment. This can be above or below finished ground level.","Een ruimtelijke-structuurelement dat elementen bevat die onder het spoor zijn geplaatst, bijvoorbeeld het aardwerkplatform, voorbereid subgrade- en bankfactuur. Dit kan boven of onder het voltooide grondniveau liggen.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRailwayPart,,IfcRailDomain
IfcRailwayPartTRACK,IfcRailwayPart,TRACK,Track,Bijhouden,"A spatial structure element that contains track-related elements, for example rails and sleepers.","Een ruimtelijke structuurelement dat track-gerelateerde elementen bevat, bijvoorbeeld rails en mouwen.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRailwayPart,,IfcRailDomain
IfcRailwayPartTRACKPART,IfcRailwayPart,TRACKPART,Trackpart,Trackpart,"A spatial structure element to further divide a track,plain-track, turnout-track, dilatation-track.","Een ruimtelijke structuurelement om verder te delen met een track,platte intrack, eindtrack, dilatation-track.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRailwayPart,,IfcRailDomain
IfcRailwayPartTURNOUTTRACK,IfcRailwayPart,TURNOUTTRACK,Turnout Track,Draai Track,"A spatial structure element to further divide a track. It contains turnouts, and does not contain any plain track or dilatation panel.",Een ruimtelijke structuur-element om een spoor verder te verdelen. Het bevat opkomstcijfers en bevat geen platte track of dilatatie paneel.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcRailwayPart,,IfcRailDomain
IfcTrackElementBLOCKINGDEVICE,IfcTrackElement,BLOCKINGDEVICE,Blocking Device,Blokkeer apparaat,"A device composed of pneumatic, mechanic or electric components causing the braking of a train in case of emergency.","Een apparaat bestaande uit pneumatische, mechanische of elektrische componenten die het remmen van een trein in geval van nood veroorzaken.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTrackElement,,IfcRailDomain
IfcTrackElementDERAILER,IfcTrackElement,DERAILER,Derailer,Derailer,"A fixed device which, when placed on the rail, derails the wheels of a vehicle, and serves to protect a converging line.;definition from IEC 60050-821.","Een vast apparaat dat, wanneer het op het spoor is geplaatst, de wielen van een voertuig ontspoort, en dient om een convergerende lijn te beschermen; definitie van IEC 60050-821.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTrackElement,,IfcRailDomain
IfcTrackElementFROG,IfcTrackElement,FROG,Frog,Kikker,A frog is an arrangement ensuring the intersection of two opposite running edges of turnouts or diamond crossings and having one crossing vee and two wing rails.;definition from EN 13232-1-2004.,Een kikker is een regeling die ervoor zorgt dat twee randen van opkomst- of diamantovergangen en één doorgang van vee en twee wandelrails elkaar kruisen. definitie van EN 13232-1-2004.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTrackElement,,IfcRailDomain
IfcTrackElementHALF_SET_OF_BLADES,IfcTrackElement,HALF_SET_OF_BLADES,Half Set of Blades,Halve set van Bladen,A half set of blades consists of one stock rail and its switch rail complete with small fittings. It is right or left hand as seen by an observer in the centre of the track facing the switch heel from the switch toe.;definition from EN 13232-1-2004.,Een halve set vakken bestaat uit één aandelenspoor en het schakelspoor compleet met kleine fittings. Het is rechts of linker hand zoals gezien door een waarnemer in het midden van het spoor richting het schakelwiel van de schakelween. definitie van EN 13232-1-2004.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTrackElement,,IfcRailDomain
IfcTrackElementSLEEPER,IfcTrackElement,SLEEPER,Sleeper,Slaaper,"A sleeper is a track element that supports running rails, guard rails and check rails usually at right angles to its axis.","Een slaap is een track element dat lopende rails, bewakingsrails en controle van rails meestal aan de juiste hoeken van de as ondersteunt.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTrackElement,,IfcRailDomain
IfcTrackElementSPEEDREGULATOR,IfcTrackElement,SPEEDREGULATOR,Speed Regulator,Snelheid Regelaar,"A device composed of pneumatic, mechanic or electric components causing the breaking of a train in case of emergency.","Een apparaat bestaande uit pneumatische, mechanische of elektrische componenten waardoor een trein in geval van nood wordt onderbroken.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcTrackElement,,IfcRailDomain
